Player_ID,Player_Name,Total_Runs,Balls_Faced,Strike_Rate,Batting_Average,Matches_Played,No_of_Fours,No_of_Sixes,Balls_Bowled,Runs_Conceded,Wickets_Taken,Matches_Bowled,Overs,Economy,Bowling_Average,Bowling_SR
90358.0,MK Lomror,180.0,136.0,132.35294117647058,22.5,9.0,10.0,10.0,55.0,65.0,1.0,6.0,9.166666666666666,7.090909090909092,65.0,55.0
90359.0,MK Pandey,380.0,330.0,115.15151515151516,31.666666666666668,14.0,30.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90362.0,MM Ali,601.0,453.0,132.6710816777042,25.041666666666668,25.0,55.0,30.0,300.0,322.0,15.0,20.0,50.0,6.44,21.466666666666665,20.0
90370.0,Mohammad Nabi,34.0,22.0,154.54545454545453,11.333333333333334,3.0,3.0,2.0,48.0,86.0,2.0,3.0,8.0,10.75,43.0,24.0
90371.0,Mohammed Shami,13.0,17.0,76.47058823529412,13.0,3.0,0.0,0.0,701.0,891.0,41.0,30.0,116.83333333333333,7.626248216833096,21.73170731707317,17.097560975609756
90372.0,Mohammed Siraj,50.0,59.0,84.7457627118644,16.666666666666668,8.0,6.0,1.0,646.0,891.0,20.0,30.0,107.66666666666667,8.275541795665635,44.55,32.3
90373.0,Mohsin Khan,23.0,19.0,121.05263157894737,23.0,3.0,2.0,1.0,206.0,202.0,14.0,9.0,34.333333333333336,5.883495145631067,14.428571428571429,14.714285714285714
90375.0,MP Stoinis,245.0,190.0,128.94736842105263,22.272727272727273,17.0,18.0,14.0,113.0,203.0,6.0,13.0,18.833333333333332,10.778761061946904,33.833333333333336,18.833333333333332
90376.0,MR Marsh,251.0,192.0,130.72916666666669,35.857142857142854,8.0,19.0,14.0,76.0,102.0,4.0,4.0,12.666666666666666,8.052631578947368,25.5,19.0
90378.0,MS Dhoni,346.0,309.0,111.97411003236246,21.625,23.0,33.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90380.0,MS Wade,157.0,145.0,108.27586206896551,17.444444444444443,10.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90381.0,Mujeeb Ur Rahman,1.0,1.0,100.0,1.0,1.0,0.0,0.0,26.0,30.0,2.0,1.0,4.333333333333333,6.923076923076923,15.0,13.0
90382.0,Mukesh Choudhary,6.0,6.0,100.0,6.0,2.0,1.0,0.0,291.0,425.0,16.0,13.0,48.5,8.762886597938145,26.5625,18.1875
90383.0,Mustafizur Rahman,11.0,19.0,57.89473684210527,11.0,4.0,0.0,1.0,526.0,696.0,27.0,22.0,87.66666666666667,7.939163498098859,25.77777777777778,19.48148148148148
90385.0,N Jagadeesan,40.0,40.0,100.0,40.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90386.0,N Pooran,391.0,305.0,128.19672131147541,21.72222222222222,23.0,19.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90387.0,N Rana,744.0,584.0,127.3972602739726,28.615384615384617,30.0,63.0,39.0,24.0,35.0,0.0,4.0,4.0,8.75,0.0,0.0
90389.0,Navdeep Saini,4.0,7.0,57.14285714285714,2.0,2.0,0.0,0.0,64.0,126.0,3.0,4.0,10.666666666666666,11.8125,42.0,21.333333333333332
90397.0,NM Coulter-Nile,5.0,7.0,71.42857142857143,2.5,3.0,0.0,0.0,141.0,180.0,7.0,6.0,23.5,7.659574468085107,25.714285714285715,20.142857142857142
90399.0,NT Ellis,18.0,19.0,94.73684210526315,9.0,3.0,0.0,1.0,108.0,148.0,5.0,5.0,18.0,8.222222222222221,29.6,21.6
90403.0,OC McCoy,8.0,5.0,160.0,8.0,1.0,0.0,1.0,173.0,242.0,11.0,7.0,28.833333333333332,8.39306358381503,22.0,15.727272727272727
90404.0,OF Smith,51.0,50.0,102.0,17.0,6.0,1.0,5.0,95.0,179.0,7.0,6.0,15.833333333333334,11.305263157894736,25.571428571428573,13.571428571428571
90416.0,P Simran Singh,33.0,34.0,97.05882352941177,11.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90422.0,PBB Rajapaksa,206.0,137.0,150.36496350364962,22.88888888888889,9.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90425.0,PH Solanki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,39.0,2.0,2.0,6.0,6.5,19.5,18.0
90426.0,PJ Cummins,156.0,84.0,185.71428571428572,17.333333333333332,10.0,10.0,14.0,295.0,456.0,17.0,12.0,49.166666666666664,9.274576271186442,26.823529411764707,17.352941176470587
90427.0,PJ Sangwan,2.0,6.0,33.33333333333333,2.0,1.0,0.0,0.0,56.0,66.0,3.0,3.0,9.333333333333334,7.071428571428571,22.0,18.666666666666668
90428.0,PK Garg,118.0,108.0,109.25925925925925,16.857142857142858,7.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90430.0,PN Mankad,4.0,1.0,400.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90431.0,PP Chawla,0.0,2.0,0.0,0.0,1.0,0.0,0.0,24.0,38.0,1.0,1.0,4.0,9.5,38.0,24.0
90433.0,PP Shaw,762.0,501.0,152.09580838323353,31.75,25.0,93.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90437.0,PVD Chameera,43.0,32.0,134.375,14.333333333333334,7.0,3.0,3.0,278.0,393.0,11.0,12.0,46.333333333333336,8.482014388489208,35.72727272727273,25.272727272727273
90438.0,PWH de Silva,39.0,50.0,78.0,4.875,9.0,4.0,1.0,382.0,499.0,27.0,18.0,63.666666666666664,7.837696335078534,18.48148148148148,14.148148148148149
90439.0,Q de Kock,805.0,611.0,131.75122749590835,32.2,26.0,76.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90440.0,R Ashwin,235.0,183.0,128.4153005464481,19.583333333333332,17.0,16.0,10.0,697.0,840.0,21.0,30.0,116.16666666666667,7.230989956958393,40.0,33.19047619047619
90443.0,R Dhawan,37.0,41.0,90.2439024390244,18.5,4.0,4.0,2.0,119.0,164.0,6.0,6.0,19.833333333333332,8.268907563025211,27.333333333333332,19.833333333333332
